"","competition_id","competition_name","competition_gender","competition_country","competition_season","competition_round","match_id","date","city","arena_id","arena_name","neutral_arena","attendance","home_id","home_name","away_id","away_name","winner_id","winner_name","result_home","result_away","result_home_first_half","result_away_first_half","result_home_second_half","result_away_second_half","result_home_ot1_first_half","result_away_ot1_first_half","result_home_ot1_second_half","result_away_ot1_second_half","result_home_ot2_first_half","result_away_ot2_first_half","result_home_ot2_second_half","result_away_ot2_second_half","result_home_penalty","result_away_penalty"
"3059",1,"HBL","male","Germany","2012/13","20","2730640",2013-02-10,NA,"","","",0,8,"HBW Balingen-Weilstetten",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",29,30,14,15,15,15,0,0,NA,NA,"","","","",0,0
"3060",1,"HBL","male","Germany","2012/13","20","2730638",2013-02-09,NA,"","","",0,15,"MT Melsungen",9,"TBV Lemgo","9","TBV Lemgo",29,34,16,13,13,21,0,0,NA,NA,"","","","",0,0
"3061",1,"HBL","male","Germany","2012/13","20","2730636",2013-02-08,NA,"","","",0,19,"TV Großwallstadt",1,"HSG Wetzlar","19","TV Großwallstadt",28,26,13,15,15,11,0,0,NA,NA,"","","","",0,0
"3062",1,"HBL","male","Germany","2012/13","20","2730634",2013-02-13,NA,"","","",0,31,"TuS N-Lübbecke",3,"Rhein-Neckar Löwen","draw","draw",24,24,11,13,13,11,0,0,NA,NA,"","","","",0,0
"3063",1,"HBL","male","Germany","2012/13","20","2730632",2013-02-06,NA,"","","",0,11,"FRISCH AUF! Göppingen",2,"Füchse Berlin","2","Füchse Berlin",32,34,17,15,15,19,0,0,NA,NA,"","","","",0,0
"3064",1,"HBL","male","Germany","2012/13","20","2730630",2013-02-13,NA,"","","",0,18,"THW Kiel",12,"TSV Hannover-Burgdorf","18","THW Kiel",39,29,18,21,21,8,0,0,NA,NA,"","","","",0,0
"3065",1,"HBL","male","Germany","2012/13","20","2730628",2013-02-12,NA,"","","",0,127,"HSV Hamburg",4,"SC Magdeburg","127","HSV Hamburg",31,19,17,14,14,5,0,0,NA,NA,"","","","",0,0
"3066",1,"HBL","male","Germany","2012/13","19","2730626",2012-12-26,NA,"","","",0,1,"HSG Wetzlar",8,"HBW Balingen-Weilstetten","8","HBW Balingen-Weilstetten",29,32,15,14,14,18,0,0,NA,NA,"","","","",0,0
"3067",1,"HBL","male","Germany","2012/13","19","2730624",2012-12-26,NA,"","","",0,12,"TSV Hannover-Burgdorf",31,"TuS N-Lübbecke","12","TSV Hannover-Burgdorf",37,31,17,20,20,11,0,0,NA,NA,"","","","",0,0
"3068",1,"HBL","male","Germany","2012/13","19","2730622",2012-12-26,NA,"","","",0,7,"VfL Gummersbach",10,"GWD Minden","draw","draw",25,25,11,14,14,11,0,0,NA,NA,"","","","",0,0
"3069",1,"HBL","male","Germany","2012/13","19","2730620",2012-12-26,NA,"","","",0,19,"TV Großwallstadt",127,"HSV Hamburg","127","HSV Hamburg",30,31,17,13,13,18,0,0,NA,NA,"","","","",0,0
"3070",1,"HBL","male","Germany","2012/13","19","2730618",2012-12-26,NA,"","","",0,9,"TBV Lemgo",11,"FRISCH AUF! Göppingen","9","TBV Lemgo",25,22,13,12,12,10,0,0,NA,NA,"","","","",0,0
"3071",1,"HBL","male","Germany","2012/13","19","2730616",2012-12-26,NA,"","","",0,4,"SC Magdeburg",25,"TuSEM Essen","4","SC Magdeburg",35,25,15,20,20,5,0,0,NA,NA,"","","","",0,0
"3072",1,"HBL","male","Germany","2012/13","19","2730614",2012-12-26,NA,"","","",0,2,"Füchse Berlin",38,"TV 1893 Neuhausen","2","Füchse Berlin",36,25,21,15,15,10,0,0,NA,NA,"","","","",0,0
"3073",1,"HBL","male","Germany","2012/13","19","2730612",2012-12-26,NA,"","","",0,3,"Rhein-Neckar Löwen",15,"MT Melsungen","3","Rhein-Neckar Löwen",27,22,14,13,13,9,0,0,NA,NA,"","","","",0,0
"3074",1,"HBL","male","Germany","2012/13","19","2730610",2012-12-26,NA,"","","",0,5,"SG Flensburg-Handewitt",18,"THW Kiel","5","SG Flensburg-Handewitt",35,29,20,15,15,14,0,0,NA,NA,"","","","",0,0
"3075",1,"HBL","male","Germany","2012/13","18","3323313",2012-12-22,NA,"","","",0,31,"TuS N-Lübbecke",9,"TBV Lemgo","9","TBV Lemgo",23,25,12,11,11,14,0,0,NA,NA,"","","","",0,0
"3076",1,"HBL","male","Germany","2012/13","18","2730608",2012-12-22,NA,"","","",0,15,"MT Melsungen",19,"TV Großwallstadt","15","MT Melsungen",32,24,17,15,15,9,0,0,NA,NA,"","","","",0,0
"3077",1,"HBL","male","Germany","2012/13","18","2730606",2012-12-21,NA,"","","",0,38,"TV 1893 Neuhausen",4,"SC Magdeburg","4","SC Magdeburg",26,32,13,13,13,19,0,0,NA,NA,"","","","",0,0
"3078",1,"HBL","male","Germany","2012/13","18","2730604",2012-12-23,NA,"","","",0,10,"GWD Minden",2,"Füchse Berlin","2","Füchse Berlin",27,31,15,12,12,19,0,0,NA,NA,"","","","",0,0
"3079",1,"HBL","male","Germany","2012/13","18","2730602",2012-12-23,NA,"","","",0,25,"TuSEM Essen",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",24,27,13,11,11,16,0,0,NA,NA,"","","","",0,0
"3080",1,"HBL","male","Germany","2012/13","18","2730600",2012-12-23,NA,"","","",0,8,"HBW Balingen-Weilstetten",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",33,35,15,18,18,17,0,0,NA,NA,"","","","",0,0
"3081",1,"HBL","male","Germany","2012/13","18","2730596",2012-12-23,NA,"","","",0,18,"THW Kiel",7,"VfL Gummersbach","18","THW Kiel",36,19,17,19,19,0,0,0,NA,NA,"","","","",0,0
"3082",1,"HBL","male","Germany","2012/13","18","2730594",2012-12-22,NA,"","","",0,127,"HSV Hamburg",1,"HSG Wetzlar","127","HSV Hamburg",30,29,11,19,19,10,0,0,NA,NA,"","","","",0,0
"3083",1,"HBL","male","Germany","2012/13","18","2730256",2012-12-22,NA,"","","",0,3,"Rhein-Neckar Löwen",11,"FRISCH AUF! Göppingen","draw","draw",26,26,16,10,10,16,0,0,NA,NA,"","","","",0,0
"3084",1,"HBL","male","Germany","2012/13","17","3323311",2012-12-19,NA,"","","",0,2,"Füchse Berlin",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",27,28,13,14,14,14,0,0,NA,NA,"","","","",0,0
"3085",1,"HBL","male","Germany","2012/13","17","2730592",2012-12-18,NA,"","","",0,38,"TV 1893 Neuhausen",7,"VfL Gummersbach","38","TV 1893 Neuhausen",29,26,12,17,17,9,0,0,NA,NA,"","","","",0,0
"3086",1,"HBL","male","Germany","2012/13","17","2730590",2012-12-19,NA,"","","",0,10,"GWD Minden",1,"HSG Wetzlar","10","GWD Minden",35,26,17,18,18,8,0,0,NA,NA,"","","","",0,0
"3087",1,"HBL","male","Germany","2012/13","17","2730588",2012-12-19,NA,"","","",0,25,"TuSEM Essen",9,"TBV Lemgo","9","TBV Lemgo",21,30,11,10,10,20,0,0,NA,NA,"","","","",0,0
"3088",1,"HBL","male","Germany","2012/13","17","2730586",2012-12-19,NA,"","","",0,8,"HBW Balingen-Weilstetten",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",33,34,16,17,17,17,0,0,NA,NA,"","","","",0,0
"3089",1,"HBL","male","Germany","2012/13","17","2730584",2012-12-18,NA,"","","",0,31,"TuS N-Lübbecke",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",24,33,13,11,11,22,0,0,NA,NA,"","","","",0,0
"3090",1,"HBL","male","Germany","2012/13","17","2730582",2012-12-19,NA,"","","",0,11,"FRISCH AUF! Göppingen",4,"SC Magdeburg","11","FRISCH AUF! Göppingen",28,26,13,15,15,11,0,0,NA,NA,"","","","",0,0
"3091",1,"HBL","male","Germany","2012/13","17","2730580",2012-12-19,NA,"","","",0,18,"THW Kiel",19,"TV Großwallstadt","18","THW Kiel",34,23,21,13,13,10,0,0,NA,NA,"","","","",0,0
"3092",1,"HBL","male","Germany","2012/13","17","2730578",2012-12-19,NA,"","","",0,127,"HSV Hamburg",15,"MT Melsungen","127","HSV Hamburg",38,27,19,19,19,8,0,0,NA,NA,"","","","",0,0
"3093",1,"HBL","male","Germany","2012/13","16","2730576",2012-12-15,NA,"","","",0,15,"MT Melsungen",8,"HBW Balingen-Weilstetten","15","MT Melsungen",31,29,15,16,16,13,0,0,NA,NA,"","","","",0,0
"3094",1,"HBL","male","Germany","2012/13","16","2730574",2012-12-15,NA,"","","",0,12,"TSV Hannover-Burgdorf",25,"TuSEM Essen","12","TSV Hannover-Burgdorf",34,24,16,18,18,6,0,0,NA,NA,"","","","",0,0
"3095",1,"HBL","male","Germany","2012/13","16","2730572",2012-12-15,NA,"","","",0,7,"VfL Gummersbach",2,"Füchse Berlin","2","Füchse Berlin",23,28,17,6,6,22,0,0,NA,NA,"","","","",0,0
"3096",1,"HBL","male","Germany","2012/13","16","2730570",2012-12-16,NA,"","","",0,19,"TV Großwallstadt",31,"TuS N-Lübbecke","31","TuS N-Lübbecke",23,24,12,11,11,13,0,0,NA,NA,"","","","",0,0
"3097",1,"HBL","male","Germany","2012/13","16","2730568",2012-12-16,NA,"","","",0,9,"TBV Lemgo",127,"HSV Hamburg","127","HSV Hamburg",29,35,15,14,14,21,0,0,NA,NA,"","","","",0,0
"3098",1,"HBL","male","Germany","2012/13","16","2730566",2012-12-15,NA,"","","",0,4,"SC Magdeburg",10,"GWD Minden","4","SC Magdeburg",26,18,11,15,15,3,0,0,NA,NA,"","","","",0,0
"3099",1,"HBL","male","Germany","2012/13","16","2730564",2012-12-14,NA,"","","",0,3,"Rhein-Neckar Löwen",38,"TV 1893 Neuhausen","3","Rhein-Neckar Löwen",30,25,19,11,11,14,0,0,NA,NA,"","","","",0,0
"3100",1,"HBL","male","Germany","2012/13","16","2730562",2012-12-15,NA,"","","",0,5,"SG Flensburg-Handewitt",11,"FRISCH AUF! Göppingen","5","SG Flensburg-Handewitt",29,25,18,11,11,14,0,0,NA,NA,"","","","",0,0
"3101",1,"HBL","male","Germany","2012/13","16","2730560",2012-12-16,NA,"","","",0,1,"HSG Wetzlar",18,"THW Kiel","18","THW Kiel",26,27,13,13,13,14,0,0,NA,NA,"","","","",0,0
"3102",1,"HBL","male","Germany","2012/13","15","2730558",2012-12-07,NA,"","","",0,38,"TV 1893 Neuhausen",9,"TBV Lemgo","9","TBV Lemgo",21,23,9,12,12,11,0,0,NA,NA,"","","","",0,0
"3103",1,"HBL","male","Germany","2012/13","15","2730556",2012-12-09,NA,"","","",0,10,"GWD Minden",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",29,30,16,13,13,17,0,0,NA,NA,"","","","",0,0
"3104",1,"HBL","male","Germany","2012/13","15","2730554",2012-12-07,NA,"","","",0,25,"TuSEM Essen",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",20,30,9,11,11,19,0,0,NA,NA,"","","","",0,0
"3105",1,"HBL","male","Germany","2012/13","15","2730552",2012-12-07,NA,"","","",0,8,"HBW Balingen-Weilstetten",19,"TV Großwallstadt","8","HBW Balingen-Weilstetten",30,24,18,12,12,12,0,0,NA,NA,"","","","",0,0
"3106",1,"HBL","male","Germany","2012/13","15","2730550",2012-12-08,NA,"","","",0,7,"VfL Gummersbach",4,"SC Magdeburg","4","SC Magdeburg",24,37,10,14,14,23,0,0,NA,NA,"","","","",0,0
"3107",1,"HBL","male","Germany","2012/13","15","2730548",2012-12-08,NA,"","","",0,31,"TuS N-Lübbecke",1,"HSG Wetzlar","1","HSG Wetzlar",29,30,14,15,15,15,0,0,NA,NA,"","","","",0,0
"3108",1,"HBL","male","Germany","2012/13","15","2730546",2012-12-08,NA,"","","",0,11,"FRISCH AUF! Göppingen",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",28,31,14,14,14,17,0,0,NA,NA,"","","","",0,0
"3109",1,"HBL","male","Germany","2012/13","15","2730544",2012-12-05,NA,"","","",0,2,"Füchse Berlin",127,"HSV Hamburg","2","Füchse Berlin",37,27,19,18,18,9,0,0,NA,NA,"","","","",0,0
"3110",1,"HBL","male","Germany","2012/13","15","2730542",2012-12-09,NA,"","","",0,18,"THW Kiel",15,"MT Melsungen","15","MT Melsungen",25,29,16,9,9,20,0,0,NA,NA,"","","","",0,0
"3111",1,"HBL","male","Germany","2012/13","14","2730540",2012-12-01,NA,"","","",0,15,"MT Melsungen",31,"TuS N-Lübbecke","15","MT Melsungen",32,28,13,19,19,9,0,0,NA,NA,"","","","",0,0
"3112",1,"HBL","male","Germany","2012/13","14","2730538",2012-11-30,NA,"","","",0,1,"HSG Wetzlar",25,"TuSEM Essen","draw","draw",33,33,17,16,16,17,0,0,NA,NA,"","","","",0,0
"3113",1,"HBL","male","Germany","2012/13","14","2730536",2012-12-02,NA,"","","",0,12,"TSV Hannover-Burgdorf",10,"GWD Minden","12","TSV Hannover-Burgdorf",33,26,17,16,16,10,0,0,NA,NA,"","","","",0,0
"3114",1,"HBL","male","Germany","2012/13","14","2730534",2012-11-28,NA,"","","",0,19,"TV Großwallstadt",11,"FRISCH AUF! Göppingen","11","FRISCH AUF! Göppingen",27,28,14,13,13,15,0,0,NA,NA,"","","","",0,0
"3115",1,"HBL","male","Germany","2012/13","14","2730532",2012-12-01,NA,"","","",0,9,"TBV Lemgo",7,"VfL Gummersbach","9","TBV Lemgo",30,25,16,14,14,11,0,0,NA,NA,"","","","",0,0
"3116",1,"HBL","male","Germany","2012/13","14","2730530",2012-11-27,NA,"","","",0,4,"SC Magdeburg",2,"Füchse Berlin","2","Füchse Berlin",31,33,13,18,18,15,0,0,NA,NA,"","","","",0,0
"3117",1,"HBL","male","Germany","2012/13","14","2730528",2012-11-28,NA,"","","",0,3,"Rhein-Neckar Löwen",18,"THW Kiel","18","THW Kiel",17,28,7,10,10,18,0,0,NA,NA,"","","","",0,0
"3118",1,"HBL","male","Germany","2012/13","14","2730526",2012-11-28,NA,"","","",0,5,"SG Flensburg-Handewitt",38,"TV 1893 Neuhausen","5","SG Flensburg-Handewitt",37,26,18,19,19,7,0,0,NA,NA,"","","","",0,0
"3119",1,"HBL","male","Germany","2012/13","14","2730524",2012-12-02,NA,"","","",0,127,"HSV Hamburg",8,"HBW Balingen-Weilstetten","127","HSV Hamburg",32,19,17,15,15,4,0,0,NA,NA,"","","","",0,0
"3120",1,"HBL","male","Germany","2012/13","13","2730522",2012-11-23,NA,"","","",0,38,"TV 1893 Neuhausen",19,"TV Großwallstadt","38","TV 1893 Neuhausen",32,27,15,17,17,10,0,0,NA,NA,"","","","",0,0
"3121",1,"HBL","male","Germany","2012/13","13","2730520",2012-11-20,NA,"","","",0,10,"GWD Minden",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",23,26,12,11,11,15,0,0,NA,NA,"","","","",0,0
"3122",1,"HBL","male","Germany","2012/13","13","2730518",2012-11-23,NA,"","","",0,25,"TuSEM Essen",15,"MT Melsungen","15","MT Melsungen",29,31,15,14,14,17,0,0,NA,NA,"","","","",0,0
"3123",1,"HBL","male","Germany","2012/13","13","2730516",2012-11-21,NA,"","","",0,7,"VfL Gummersbach",5,"SG Flensburg-Handewitt","5","SG Flensburg-Handewitt",21,31,13,8,8,23,0,0,NA,NA,"","","","",0,0
"3124",1,"HBL","male","Germany","2012/13","13","2730514",2012-11-24,NA,"","","",0,31,"TuS N-Lübbecke",8,"HBW Balingen-Weilstetten","8","HBW Balingen-Weilstetten",30,31,18,12,12,19,0,0,NA,NA,"","","","",0,0
"3125",1,"HBL","male","Germany","2012/13","13","2730512",2012-11-20,NA,"","","",0,4,"SC Magdeburg",12,"TSV Hannover-Burgdorf","4","SC Magdeburg",34,31,18,16,16,15,0,0,NA,NA,"","","","",0,0
"3126",1,"HBL","male","Germany","2012/13","13","2730510",2012-11-20,NA,"","","",0,11,"FRISCH AUF! Göppingen",127,"HSV Hamburg","11","FRISCH AUF! Göppingen",34,26,18,16,16,10,0,0,NA,NA,"","","","",0,0
"3127",1,"HBL","male","Germany","2012/13","13","2730508",2012-11-21,NA,"","","",0,2,"Füchse Berlin",1,"HSG Wetzlar","1","HSG Wetzlar",27,28,13,14,14,14,0,0,NA,NA,"","","","",0,0
"3128",1,"HBL","male","Germany","2012/13","13","2730506",2012-11-25,NA,"","","",0,18,"THW Kiel",9,"TBV Lemgo","18","THW Kiel",36,24,21,15,15,9,0,0,NA,NA,"","","","",0,0
"3129",1,"HBL","male","Germany","2012/13","12","2730798",2012-11-14,NA,"","","",0,31,"TuS N-Lübbecke",127,"HSV Hamburg","127","HSV Hamburg",32,33,16,16,16,17,0,0,NA,NA,"","","","",0,0
"3130",1,"HBL","male","Germany","2012/13","12","2730504",2012-11-17,NA,"","","",0,15,"MT Melsungen",11,"FRISCH AUF! Göppingen","15","MT Melsungen",28,25,14,14,14,11,0,0,NA,NA,"","","","",0,0
"3131",1,"HBL","male","Germany","2012/13","12","2730502",2012-11-17,NA,"","","",0,1,"HSG Wetzlar",38,"TV 1893 Neuhausen","1","HSG Wetzlar",35,25,18,17,17,8,0,0,NA,NA,"","","","",0,0
"3132",1,"HBL","male","Germany","2012/13","12","2730500",2012-11-14,NA,"","","",0,8,"HBW Balingen-Weilstetten",18,"THW Kiel","18","THW Kiel",22,34,6,16,16,18,0,0,NA,NA,"","","","",0,0
"3133",1,"HBL","male","Germany","2012/13","12","2730498",2012-11-18,NA,"","","",0,12,"TSV Hannover-Burgdorf",7,"VfL Gummersbach","12","TSV Hannover-Burgdorf",33,28,16,17,17,11,0,0,NA,NA,"","","","",0,0
"3134",1,"HBL","male","Germany","2012/13","12","2730496",2012-11-16,NA,"","","",0,19,"TV Großwallstadt",25,"TuSEM Essen","19","TV Großwallstadt",28,20,13,15,15,5,0,0,NA,NA,"","","","",0,0
"3135",1,"HBL","male","Germany","2012/13","12","2730494",2012-11-18,NA,"","","",0,9,"TBV Lemgo",10,"GWD Minden","9","TBV Lemgo",32,25,20,12,12,13,0,0,NA,NA,"","","","",0,0
"3136",1,"HBL","male","Germany","2012/13","12","2730492",2012-11-17,NA,"","","",0,3,"Rhein-Neckar Löwen",2,"Füchse Berlin","3","Rhein-Neckar Löwen",25,23,11,14,14,9,0,0,NA,NA,"","","","",0,0
"3137",1,"HBL","male","Germany","2012/13","12","2730490",2012-11-13,NA,"","","",0,5,"SG Flensburg-Handewitt",4,"SC Magdeburg","5","SG Flensburg-Handewitt",30,24,17,13,13,11,0,0,NA,NA,"","","","",0,0
"3138",1,"HBL","male","Germany","2012/13","11","2730786",2012-11-10,NA,"","","",0,15,"MT Melsungen",10,"GWD Minden","15","MT Melsungen",26,21,10,16,16,5,0,0,NA,NA,"","","","",0,0
"3139",1,"HBL","male","Germany","2012/13","11","2730486",2012-11-09,NA,"","","",0,38,"TV 1893 Neuhausen",8,"HBW Balingen-Weilstetten","38","TV 1893 Neuhausen",34,29,12,22,22,7,0,0,NA,NA,"","","","",0,0
"3140",1,"HBL","male","Germany","2012/13","11","2730482",2012-11-11,NA,"","","",0,25,"TuSEM Essen",127,"HSV Hamburg","127","HSV Hamburg",26,34,12,14,14,20,0,0,NA,NA,"","","","",0,0
"3141",1,"HBL","male","Germany","2012/13","11","2730480",2012-11-10,NA,"","","",0,12,"TSV Hannover-Burgdorf",5,"SG Flensburg-Handewitt","12","TSV Hannover-Burgdorf",29,28,13,16,16,12,0,0,NA,NA,"","","","",0,0
"3142",1,"HBL","male","Germany","2012/13","11","2730478",2012-11-10,NA,"","","",0,7,"VfL Gummersbach",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",28,30,12,16,16,14,0,0,NA,NA,"","","","",0,0
"3143",1,"HBL","male","Germany","2012/13","11","2730476",2012-11-11,NA,"","","",0,4,"SC Magdeburg",19,"TV Großwallstadt","4","SC Magdeburg",33,25,15,18,18,7,0,0,NA,NA,"","","","",0,0
"3144",1,"HBL","male","Germany","2012/13","11","2730474",2012-11-10,NA,"","","",0,11,"FRISCH AUF! Göppingen",1,"HSG Wetzlar","1","HSG Wetzlar",23,27,12,11,11,16,0,0,NA,NA,"","","","",0,0
"3145",1,"HBL","male","Germany","2012/13","11","2730472",2012-11-11,NA,"","","",0,2,"Füchse Berlin",9,"TBV Lemgo","2","Füchse Berlin",21,19,11,10,10,9,0,0,NA,NA,"","","","",0,0
"3146",1,"HBL","male","Germany","2012/13","11","2730470",2012-11-11,NA,"","","",0,18,"THW Kiel",31,"TuS N-Lübbecke","18","THW Kiel",30,23,16,14,14,9,0,0,NA,NA,"","","","",0,0
"3147",1,"HBL","male","Germany","2012/13","10","2730468",2012-10-27,NA,"","","",0,15,"MT Melsungen",38,"TV 1893 Neuhausen","15","MT Melsungen",36,25,18,18,18,7,0,0,NA,NA,"","","","",0,0
"3148",1,"HBL","male","Germany","2012/13","10","2730466",2012-10-27,NA,"","","",0,1,"HSG Wetzlar",7,"VfL Gummersbach","1","HSG Wetzlar",38,32,16,22,22,10,0,0,NA,NA,"","","","",0,0
"3149",1,"HBL","male","Germany","2012/13","10","2730464",2012-10-27,NA,"","","",0,8,"HBW Balingen-Weilstetten",11,"FRISCH AUF! Göppingen","8","HBW Balingen-Weilstetten",29,25,13,16,16,9,0,0,NA,NA,"","","","",0,0
"3150",1,"HBL","male","Germany","2012/13","10","2730462",2012-10-26,NA,"","","",0,19,"TV Großwallstadt",10,"GWD Minden","19","TV Großwallstadt",35,22,20,15,15,7,0,0,NA,NA,"","","","",0,0
"3151",1,"HBL","male","Germany","2012/13","10","2730460",2012-10-28,NA,"","","",0,9,"TBV Lemgo",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",30,32,14,16,16,16,0,0,NA,NA,"","","","",0,0
"3152",1,"HBL","male","Germany","2012/13","10","2730458",2012-10-27,NA,"","","",0,31,"TuS N-Lübbecke",25,"TuSEM Essen","31","TuS N-Lübbecke",34,27,20,14,14,13,0,0,NA,NA,"","","","",0,0
"3153",1,"HBL","male","Germany","2012/13","10","2730456",2012-10-28,NA,"","","",0,3,"Rhein-Neckar Löwen",4,"SC Magdeburg","3","Rhein-Neckar Löwen",30,22,17,13,13,9,0,0,NA,NA,"","","","",0,0
"3154",1,"HBL","male","Germany","2012/13","10","2730454",2012-10-28,NA,"","","",0,5,"SG Flensburg-Handewitt",2,"Füchse Berlin","5","SG Flensburg-Handewitt",29,18,14,15,15,3,0,0,NA,NA,"","","","",0,0
"3155",1,"HBL","male","Germany","2012/13","10","2730452",2012-10-27,NA,"","","",0,127,"HSV Hamburg",18,"THW Kiel","18","THW Kiel",30,33,16,14,14,19,0,0,NA,NA,"","","","",0,0
"3156",1,"HBL","male","Germany","2012/13","9","2730450",2012-10-17,NA,"","","",0,38,"TV 1893 Neuhausen",127,"HSV Hamburg","draw","draw",28,28,13,15,15,13,0,0,NA,NA,"","","","",0,0
"3157",1,"HBL","male","Germany","2012/13","9","2730448",2012-10-20,NA,"","","",0,10,"GWD Minden",8,"HBW Balingen-Weilstetten","draw","draw",31,31,19,12,12,19,0,0,NA,NA,"","","","",0,0
"3158",1,"HBL","male","Germany","2012/13","9","2730446",2012-10-21,NA,"","","",0,25,"TuSEM Essen",18,"THW Kiel","18","THW Kiel",25,37,15,10,10,27,0,0,NA,NA,"","","","",0,0
"3159",1,"HBL","male","Germany","2012/13","9","2730444",2012-10-21,NA,"","","",0,12,"TSV Hannover-Burgdorf",3,"Rhein-Neckar Löwen","3","Rhein-Neckar Löwen",26,32,10,16,16,16,0,0,NA,NA,"","","","",0,0
"3160",1,"HBL","male","Germany","2012/13","9","2730442",2012-10-20,NA,"","","",0,7,"VfL Gummersbach",19,"TV Großwallstadt","7","VfL Gummersbach",25,24,12,13,13,11,0,0,NA,NA,"","","","",0,0
"3161",1,"HBL","male","Germany","2012/13","9","2730440",2012-10-17,NA,"","","",0,4,"SC Magdeburg",1,"HSG Wetzlar","1","HSG Wetzlar",24,26,14,10,10,16,0,0,NA,NA,"","","","",0,0
"3162",1,"HBL","male","Germany","2012/13","9","2730438",2012-10-20,NA,"","","",0,11,"FRISCH AUF! Göppingen",31,"TuS N-Lübbecke","11","FRISCH AUF! Göppingen",29,22,11,18,18,4,0,0,NA,NA,"","","","",0,0
"3163",1,"HBL","male","Germany","2012/13","9","2730436",2012-09-12,NA,"","","",0,2,"Füchse Berlin",15,"MT Melsungen","draw","draw",27,27,15,12,12,15,0,0,NA,NA,"","","","",0,0
"3164",1,"HBL","male","Germany","2012/13","9","2730434",2012-10-16,NA,"","","",0,5,"SG Flensburg-Handewitt",9,"TBV Lemgo","5","SG Flensburg-Handewitt",33,22,17,16,16,6,0,0,NA,NA,"","","","",0,0
"3165",1,"HBL","male","Germany","2012/13","8","2730732",2012-10-10,NA,"","","",0,10,"GWD Minden",127,"HSV Hamburg","127","HSV Hamburg",22,34,10,12,12,22,0,0,NA,NA,"","","","",0,0
"3166",1,"HBL","male","Germany","2012/13","8","2730432",2012-10-13,NA,"","","",0,15,"MT Melsungen",7,"VfL Gummersbach","15","MT Melsungen",32,27,13,19,19,8,0,0,NA,NA,"","","","",0,0
"3167",1,"HBL","male","Germany","2012/13","8","2730430",2012-10-12,NA,"","","",0,1,"HSG Wetzlar",12,"TSV Hannover-Burgdorf","12","TSV Hannover-Burgdorf",27,31,14,13,13,18,0,0,NA,NA,"","","","",0,0
"3168",1,"HBL","male","Germany","2012/13","8","2730428",2012-10-13,NA,"","","",0,8,"HBW Balingen-Weilstetten",25,"TuSEM Essen","8","HBW Balingen-Weilstetten",29,23,16,13,13,10,0,0,NA,NA,"","","","",0,0
"3169",1,"HBL","male","Germany","2012/13","8","2730426",2012-10-10,NA,"","","",0,19,"TV Großwallstadt",2,"Füchse Berlin","2","Füchse Berlin",18,25,12,6,6,19,0,0,NA,NA,"","","","",0,0
"3170",1,"HBL","male","Germany","2012/13","8","2730424",2012-10-14,NA,"","","",0,9,"TBV Lemgo",4,"SC Magdeburg","4","SC Magdeburg",26,28,10,16,16,12,0,0,NA,NA,"","","","",0,0
"3171",1,"HBL","male","Germany","2012/13","8","2730422",2012-10-13,NA,"","","",0,31,"TuS N-Lübbecke",38,"TV 1893 Neuhausen","31","TuS N-Lübbecke",29,26,17,12,12,14,0,0,NA,NA,"","","","",0,0
"3172",1,"HBL","male","Germany","2012/13","8","2730420",2012-10-09,NA,"","","",0,3,"Rhein-Neckar Löwen",5,"SG Flensburg-Handewitt","3","Rhein-Neckar Löwen",30,27,13,17,17,10,0,0,NA,NA,"","","","",0,0
"3173",1,"HBL","male","Germany","2012/13","8","2730418",2012-10-14,NA,"","","",0,18,"THW Kiel",11,"FRISCH AUF! Göppingen","18","THW Kiel",36,25,18,18,18,7,0,0,NA,NA,"","","","",0,0
"3174",1,"HBL","male","Germany","2012/13","7","2730710",2012-10-03,NA,"","","",0,1,"HSG Wetzlar",5,"SG Flensburg-Handewitt","draw","draw",31,31,14,17,17,14,0,0,NA,NA,"","","","",0,0
"3175",1,"HBL","male","Germany","2012/13","7","2730414",2012-10-02,NA,"","","",0,38,"TV 1893 Neuhausen",18,"THW Kiel","18","THW Kiel",20,39,8,12,12,27,0,0,NA,NA,"","","","",0,0
"3176",1,"HBL","male","Germany","2012/13","7","2730412",2012-10-05,NA,"","","",0,10,"GWD Minden",31,"TuS N-Lübbecke","10","GWD Minden",32,31,14,18,18,13,0,0,NA,NA,"","","","",0,0
"3177",1,"HBL","male","Germany","2012/13","7","2730410",2012-10-06,NA,"","","",0,12,"TSV Hannover-Burgdorf",19,"TV Großwallstadt","12","TSV Hannover-Burgdorf",31,27,14,17,17,10,0,0,NA,NA,"","","","",0,0
